group_keyword,group_sentence_1,video_id,youtube,school_zh,school_total_videos,township_slug,township_total_videos,decision,reason
library,"with the new system in the library, the students can check out and return books by themselves.",0hpySbE_ZNE,https://www.youtube.com/watch?v=0hpySbE_ZNE,彰化縣北斗鎮萬來國小,113,beidou,199,KEEP,kept: smallest school count (113 videos)
library,"with the new system in the library, the students can check out and return books by themselves.",4FFp9v9HUjI,https://www.youtube.com/watch?v=4FFp9v9HUjI,彰化縣芳苑鄉路上國小,129,fangyuan,213,DROP,dropped: same as 0hpySbE_ZNE (彰化縣北斗鎮萬來國小)
field trip,the students go on a field trip.,AqNZV3OiW60,https://www.youtube.com/watch?v=AqNZV3OiW60,彰化縣社頭鄉朝興國小,24,shetou,95,KEEP,kept: smallest school count (24 videos)
field trip,the students go on a field trip.,46pLQWyMajE,https://www.youtube.com/watch?v=46pLQWyMajE,彰化縣田中鎮三潭國小,92,tianzhong,271,DROP,dropped: same as AqNZV3OiW60 (彰化縣社頭鄉朝興國小)
field trip,the students go on a field trip.,z1MjwZQZ-eY,https://www.youtube.com/watch?v=z1MjwZQZ-eY,彰化縣田中鎮三潭國小,92,tianzhong,271,DROP,dropped: same as AqNZV3OiW60 (彰化縣社頭鄉朝興國小)
field trip,the students go on a field trip.,DHVlT7vagVs,https://www.youtube.com/watch?v=DHVlT7vagVs,彰化縣彰化市中山國小,104,changhua-city,387,DROP,dropped: same as AqNZV3OiW60 (彰化縣社頭鄉朝興國小)
field trip,the students go on a field trip.,z6qbggNEMF8,https://www.youtube.com/watch?v=z6qbggNEMF8,彰化縣芳苑鄉路上國小,129,fangyuan,213,DROP,dropped: same as AqNZV3OiW60 (彰化縣社頭鄉朝興國小)
brush your teeth,please brush your teeth after lunch.,6xiCqmuRvec,https://www.youtube.com/watch?v=6xiCqmuRvec,彰化縣彰化市東芳國小,26,changhua-city,387,KEEP,kept: smallest school count (26 videos)
brush your teeth,please brush your teeth after lunch.,_Gmx29gi75o,https://www.youtube.com/watch?v=_Gmx29gi75o,彰化縣彰化市中山國小,104,changhua-city,387,DROP,dropped: same as 6xiCqmuRvec (彰化縣彰化市東芳國小)
brush your teeth,please brush your teeth after lunch.,zrWmt8CdPns,https://www.youtube.com/watch?v=zrWmt8CdPns,彰化縣芳苑鄉路上國小,129,fangyuan,213,DROP,dropped: same as 6xiCqmuRvec (彰化縣彰化市東芳國小)
relay race,"in the relay race,  students pass their batons to the next runners.",CY3ed1xTXZ4,https://www.youtube.com/watch?v=CY3ed1xTXZ4,彰化縣二水鄉二水國小,40,ershui,91,KEEP,kept: smallest school count (40 videos)
relay race,"in the relay race,  students pass their batons to the next runners.",r6cWkpQtSXA,https://www.youtube.com/watch?v=r6cWkpQtSXA,彰化縣溪州鄉水尾國小,43,xizhou,226,DROP,dropped: same as CY3ed1xTXZ4 (彰化縣二水鄉二水國小)
relay race,"in the relay race,  students pass their batons to the next runners.",U6S8VFgHzl4,https://www.youtube.com/watch?v=U6S8VFgHzl4,彰化縣竹塘鄉竹塘國小,100,zhutang,183,DROP,dropped: same as CY3ed1xTXZ4 (彰化縣二水鄉二水國小)
relay race,"in the relay race,  students pass their batons to the next runners.",Bu5S0XYPbVs,https://www.youtube.com/watch?v=Bu5S0XYPbVs,彰化縣彰化市中山國小,104,changhua-city,387,DROP,dropped: same as CY3ed1xTXZ4 (彰化縣二水鄉二水國小)
school lunch,school lunch is eaten in the classroom in taiwan.,deKRU9Q-Vmg,https://www.youtube.com/watch?v=deKRU9Q-Vmg,彰化縣永靖鄉福興國小,24,yongjing,60,KEEP,kept: smallest school count (24 videos)
school lunch,school lunch is eaten in the classroom in taiwan.,-75jzO17Is4,https://www.youtube.com/watch?v=-75jzO17Is4,彰化縣伸港鄉新港國小,44,shenkang,149,DROP,dropped: same as deKRU9Q-Vmg (彰化縣永靖鄉福興國小)
school lunch,school lunch is eaten in the classroom in taiwan.,kklGrgZJvKk,https://www.youtube.com/watch?v=kklGrgZJvKk,彰化縣埔鹽鄉大園國小,45,puyan,45,DROP,dropped: same as deKRU9Q-Vmg (彰化縣永靖鄉福興國小)
school lunch,school lunch is eaten in the classroom in taiwan.,iSPq7gUD-LE,https://www.youtube.com/watch?v=iSPq7gUD-LE,彰化縣竹塘鄉竹塘國小,100,zhutang,183,DROP,dropped: same as deKRU9Q-Vmg (彰化縣永靖鄉福興國小)
harmonica (n),the students practice the harmonica in class.,mFuztcnbZ0c,https://www.youtube.com/watch?v=mFuztcnbZ0c,彰化縣溪州鄉三條國小,20,xizhou,226,KEEP,kept: smallest school count (20 videos)
harmonica (n),the students practice the harmonica in class.,DxgtR2ymuLM,https://www.youtube.com/watch?v=DxgtR2ymuLM,彰化縣彰化市彰興國中,22,changhua-city,387,DROP,dropped: same as mFuztcnbZ0c (彰化縣溪州鄉三條國小)
harmonica (n),the students practice the harmonica in class.,PKdQ0B6YM58,https://www.youtube.com/watch?v=PKdQ0B6YM58,彰化縣芳苑鄉芳苑國小,46,fangyuan,213,DROP,dropped: same as mFuztcnbZ0c (彰化縣溪州鄉三條國小)
scissors (n),students use scissors to cut paper,gd6agvLXWQ8,https://www.youtube.com/watch?v=gd6agvLXWQ8,彰化縣彰化市中山國小,104,changhua-city,387,KEEP,kept: smallest school count (104 videos)
scissors (n),students use scissors to cut paper,Pu-hg_5uh08,https://www.youtube.com/watch?v=Pu-hg_5uh08,彰化縣芳苑鄉路上國小,129,fangyuan,213,DROP,dropped: same as gd6agvLXWQ8 (彰化縣彰化市中山國小)
taekwondo (n),the students are learning taekwondo in pe.,I8zneQQoONY,https://www.youtube.com/watch?v=I8zneQQoONY,彰化縣溪州鄉三條國小,20,xizhou,226,KEEP,kept: smallest school count (20 videos)
taekwondo (n),the students are learning taekwondo in pe.,r6xCb_Qiu5M,https://www.youtube.com/watch?v=r6xCb_Qiu5M,彰化縣和美鎮新庄國小,25,hemei,99,DROP,dropped: same as I8zneQQoONY (彰化縣溪州鄉三條國小)
taekwondo (n),the students are learning taekwondo in pe.,UWp-C_OQ238,https://www.youtube.com/watch?v=UWp-C_OQ238,彰化縣福興鄉育新國小,28,fuxing,143,DROP,dropped: same as I8zneQQoONY (彰化縣溪州鄉三條國小)
taekwondo (n),the students are learning taekwondo in pe.,1YWTPb4SM8E,https://www.youtube.com/watch?v=1YWTPb4SM8E,彰化縣大村鄉村東國小,35,dacun,49,DROP,dropped: same as I8zneQQoONY (彰化縣溪州鄉三條國小)
taekwondo (n),the students are learning taekwondo in pe.,k_DJFZQHAxc,https://www.youtube.com/watch?v=k_DJFZQHAxc,彰化縣福興鄉西勢國小,53,fuxing,143,DROP,dropped: same as I8zneQQoONY (彰化縣溪州鄉三條國小)
taekwondo (n),the students are learning taekwondo in pe.,0UBtRWadKzA,https://www.youtube.com/watch?v=0UBtRWadKzA,彰化縣田中鎮三潭國小,92,tianzhong,271,DROP,dropped: same as I8zneQQoONY (彰化縣溪州鄉三條國小)
taekwondo (n),the students are learning taekwondo in pe.,Wq5m1AzM7qc,https://www.youtube.com/watch?v=Wq5m1AzM7qc,彰化縣竹塘鄉竹塘國小,100,zhutang,183,DROP,dropped: same as I8zneQQoONY (彰化縣溪州鄉三條國小)
sweep (v),"every day, students sweep away fallen leaves on school grounds.",M_fVdmZuz3A,https://www.youtube.com/watch?v=M_fVdmZuz3A,彰化縣福興鄉福興國中,2,fuxing,143,KEEP,kept: smallest school count (2 videos)
sweep (v),"every day, students sweep away fallen leaves on school grounds.",hn9qdsumzvM,https://www.youtube.com/watch?v=hn9qdsumzvM,彰化縣鹿港鎮文開國小,16,lukang,114,DROP,dropped: same as M_fVdmZuz3A (彰化縣福興鄉福興國中)
sweep (v),"every day, students sweep away fallen leaves on school grounds.",7zKMZFEbauM,https://www.youtube.com/watch?v=7zKMZFEbauM,彰化縣田中鎮大安國小,17,tianzhong,271,DROP,dropped: same as M_fVdmZuz3A (彰化縣福興鄉福興國中)
sweep (v),"every day, students sweep away fallen leaves on school grounds.",uQ1jNpHmRXA,https://www.youtube.com/watch?v=uQ1jNpHmRXA,彰化縣彰化市聯興國小,17,changhua-city,387,DROP,dropped: same as M_fVdmZuz3A (彰化縣福興鄉福興國中)
sweep (v),"every day, students sweep away fallen leaves on school grounds.",PkGRsIjE3LI,https://www.youtube.com/watch?v=PkGRsIjE3LI,彰化縣花壇鄉花壇國中,20,huatan,27,DROP,dropped: same as M_fVdmZuz3A (彰化縣福興鄉福興國中)
sweep (v),"every day, students sweep away fallen leaves on school grounds.",sevwgTvZSRM,https://www.youtube.com/watch?v=sevwgTvZSRM,彰化縣溪州鄉三條國小,20,xizhou,226,DROP,dropped: same as M_fVdmZuz3A (彰化縣福興鄉福興國中)
sweep (v),"every day, students sweep away fallen leaves on school grounds.",ucDrg4VEWrA,https://www.youtube.com/watch?v=ucDrg4VEWrA,彰化縣田中鎮田中國小,24,tianzhong,271,DROP,dropped: same as M_fVdmZuz3A (彰化縣福興鄉福興國中)
sweep (v),"every day, students sweep away fallen leaves on school grounds.",s3xuqfFPL9I,https://www.youtube.com/watch?v=s3xuqfFPL9I,彰化縣北斗鎮北斗國中,31,beidou,199,DROP,dropped: same as M_fVdmZuz3A (彰化縣福興鄉福興國中)
sweep (v),"every day, students sweep away fallen leaves on school grounds.",FgJpXoQHW1g,https://www.youtube.com/watch?v=FgJpXoQHW1g,彰化縣大村鄉村東國小,35,dacun,49,DROP,dropped: same as M_fVdmZuz3A (彰化縣福興鄉福興國中)
sweep (v),"every day, students sweep away fallen leaves on school grounds.",bzsRrgunklg,https://www.youtube.com/watch?v=bzsRrgunklg,彰化縣二林鎮廣興國小,37,erlin,114,DROP,dropped: same as M_fVdmZuz3A (彰化縣福興鄉福興國中)
sweep (v),"every day, students sweep away fallen leaves on school grounds.",q4-eQYGb3vE,https://www.youtube.com/watch?v=q4-eQYGb3vE,彰化縣溪湖鎮湖西國小,38,xihu,40,DROP,dropped: same as M_fVdmZuz3A (彰化縣福興鄉福興國中)
sweep (v),"every day, students sweep away fallen leaves on school grounds.",P78DtiuzDMU,https://www.youtube.com/watch?v=P78DtiuzDMU,彰化縣芬園鄉文德國小,38,fenyuan,48,DROP,dropped: same as M_fVdmZuz3A (彰化縣福興鄉福興國中)
sweep (v),"every day, students sweep away fallen leaves on school grounds.",GbTTji0WOyQ,https://www.youtube.com/watch?v=GbTTji0WOyQ,彰化縣二水鄉二水國小,40,ershui,91,DROP,dropped: same as M_fVdmZuz3A (彰化縣福興鄉福興國中)
sweep (v),"every day, students sweep away fallen leaves on school grounds.",D4zhVpMVdiE,https://www.youtube.com/watch?v=D4zhVpMVdiE,彰化縣二水鄉源泉國小,51,ershui,91,DROP,dropped: same as M_fVdmZuz3A (彰化縣福興鄉福興國中)
sweep (v),"every day, students sweep away fallen leaves on school grounds.",awTCVUfwxjY,https://www.youtube.com/watch?v=awTCVUfwxjY,彰化縣田中鎮新民國小,58,tianzhong,271,DROP,dropped: same as M_fVdmZuz3A (彰化縣福興鄉福興國中)
sweep (v),"every day, students sweep away fallen leaves on school grounds.",kMndtzksqfs,https://www.youtube.com/watch?v=kMndtzksqfs,彰化縣福興鄉永豐國小,60,fuxing,143,DROP,dropped: same as M_fVdmZuz3A (彰化縣福興鄉福興國中)
sweep (v),"every day, students sweep away fallen leaves on school grounds.",Hu7Su-wnL2Y,https://www.youtube.com/watch?v=Hu7Su-wnL2Y,彰化縣員林市育英國小,66,yuanlin-city,164,DROP,dropped: same as M_fVdmZuz3A (彰化縣福興鄉福興國中)
sweep (v),"every day, students sweep away fallen leaves on school grounds.",dgt1XxVYkng,https://www.youtube.com/watch?v=dgt1XxVYkng,彰化縣社頭鄉湳雅國小,71,shetou,95,DROP,dropped: same as M_fVdmZuz3A (彰化縣福興鄉福興國中)
sweep (v),"every day, students sweep away fallen leaves on school grounds.",cTK0qmsg_CM,https://www.youtube.com/watch?v=cTK0qmsg_CM,彰化縣員林市饒明國小,83,yuanlin-city,164,DROP,dropped: same as M_fVdmZuz3A (彰化縣福興鄉福興國中)
sweep (v),"every day, students sweep away fallen leaves on school grounds.",WqWHR5X_B4g,https://www.youtube.com/watch?v=WqWHR5X_B4g,彰化縣竹塘鄉竹塘國小,100,zhutang,183,DROP,dropped: same as M_fVdmZuz3A (彰化縣福興鄉福興國中)
sweep (v),"every day, students sweep away fallen leaves on school grounds.",nJmwZ2oyXcw,https://www.youtube.com/watch?v=nJmwZ2oyXcw,彰化縣彰化市中山國小,104,changhua-city,387,DROP,dropped: same as M_fVdmZuz3A (彰化縣福興鄉福興國中)
sweep (v),"every day, students sweep away fallen leaves on school grounds.",_wbMj9DdBGs,https://www.youtube.com/watch?v=_wbMj9DdBGs,彰化縣芳苑鄉路上國小,129,fangyuan,213,DROP,dropped: same as M_fVdmZuz3A (彰化縣福興鄉福興國中)
ocarina (n),the students play ocarinas in class.,DGJlVe08tZE,https://www.youtube.com/watch?v=DGJlVe08tZE,彰化縣溪州鄉三條國小,20,xizhou,226,KEEP,kept: smallest school count (20 videos)
ocarina (n),the students play ocarinas in class.,eO-S96D_E-Y,https://www.youtube.com/watch?v=eO-S96D_E-Y,彰化縣彰化市中山國小,104,changhua-city,387,DROP,dropped: same as DGJlVe08tZE (彰化縣溪州鄉三條國小)
basketball (n),students love to play basketball during recess.,9Zj9o-EiYHU,https://www.youtube.com/watch?v=9Zj9o-EiYHU,彰化縣福興鄉福興國中,2,fuxing,143,KEEP,kept: smallest school count (2 videos)
basketball (n),students love to play basketball during recess.,HxWsva8SY6Y,https://www.youtube.com/watch?v=HxWsva8SY6Y,彰化縣秀水鄉明正國小,14,xiushui,14,DROP,dropped: same as 9Zj9o-EiYHU (彰化縣福興鄉福興國中)
basketball (n),students love to play basketball during recess.,Pa98-Vdhm3A,https://www.youtube.com/watch?v=Pa98-Vdhm3A,彰化縣和美鎮和美國小,22,hemei,99,DROP,dropped: same as 9Zj9o-EiYHU (彰化縣福興鄉福興國中)
basketball (n),students love to play basketball during recess.,Ok74hx36wYQ,https://www.youtube.com/watch?v=Ok74hx36wYQ,彰化縣彰化市彰興國中,22,changhua-city,387,DROP,dropped: same as 9Zj9o-EiYHU (彰化縣福興鄉福興國中)
basketball (n),students love to play basketball during recess.,gymHLDmqiks,https://www.youtube.com/watch?v=gymHLDmqiks,彰化縣溪州鄉大莊國小,23,xizhou,226,DROP,dropped: same as 9Zj9o-EiYHU (彰化縣福興鄉福興國中)
basketball (n),students love to play basketball during recess.,qHaNxCn57qk,https://www.youtube.com/watch?v=qHaNxCn57qk,彰化縣二水鄉源泉國小,51,ershui,91,DROP,dropped: same as 9Zj9o-EiYHU (彰化縣福興鄉福興國中)
basketball (n),students love to play basketball during recess.,WtJXJKEdMr0,https://www.youtube.com/watch?v=WtJXJKEdMr0,彰化縣員林市育英國小,66,yuanlin-city,164,DROP,dropped: same as 9Zj9o-EiYHU (彰化縣福興鄉福興國中)
basketball (n),students love to play basketball during recess.,907hsKDcS98,https://www.youtube.com/watch?v=907hsKDcS98,彰化縣社頭鄉湳雅國小,71,shetou,95,DROP,dropped: same as 9Zj9o-EiYHU (彰化縣福興鄉福興國中)
basketball (n),students love to play basketball during recess.,YLs_k5NUBMI,https://www.youtube.com/watch?v=YLs_k5NUBMI,彰化縣竹塘鄉竹塘國小,100,zhutang,183,DROP,dropped: same as 9Zj9o-EiYHU (彰化縣福興鄉福興國中)
award (n),the students receive awards at the ceremony.,sqRhONmTBM0,https://www.youtube.com/watch?v=sqRhONmTBM0,彰化縣二林鎮廣興國小,37,erlin,114,KEEP,kept: smallest school count (37 videos)
award (n),the students receive awards at the ceremony.,eW3R9CQvzQI,https://www.youtube.com/watch?v=eW3R9CQvzQI,彰化縣竹塘鄉竹塘國小,100,zhutang,183,DROP,dropped: same as sqRhONmTBM0 (彰化縣二林鎮廣興國小)
draw (v),"the students are using pencils, colored pencils, and markers to draw in class.",NryTRVogtV4,https://www.youtube.com/watch?v=NryTRVogtV4,彰化縣二林鎮育德國小,10,erlin,114,KEEP,kept: smallest school count (10 videos)
draw (v),"the students are using pencils, colored pencils, and markers to draw in class.",43rQxBuBfnU,https://www.youtube.com/watch?v=43rQxBuBfnU,彰化縣埤頭鄉芙朝國小,25,pitou,112,DROP,dropped: same as NryTRVogtV4 (彰化縣二林鎮育德國小)
draw (v),"the students are using pencils, colored pencils, and markers to draw in class.",nkTziNE0-zg,https://www.youtube.com/watch?v=nkTziNE0-zg,彰化縣伸港鄉新港國小,44,shenkang,149,DROP,dropped: same as NryTRVogtV4 (彰化縣二林鎮育德國小)
ukulele (n),the ukulele is a small musical instrument.,gRTsJcHK2mY,https://www.youtube.com/watch?v=gRTsJcHK2mY,彰化縣二林鎮育德國小,10,erlin,114,KEEP,kept: smallest school count (10 videos)
ukulele (n),the ukulele is a small musical instrument.,JHrBSeSumPo,https://www.youtube.com/watch?v=JHrBSeSumPo,彰化縣芬園鄉文德國小,38,fenyuan,48,DROP,dropped: same as gRTsJcHK2mY (彰化縣二林鎮育德國小)
ukulele (n),the ukulele is a small musical instrument.,Sx4LTCLcY_s,https://www.youtube.com/watch?v=Sx4LTCLcY_s,彰化縣田中鎮三潭國小,92,tianzhong,271,DROP,dropped: same as gRTsJcHK2mY (彰化縣二林鎮育德國小)
event (n),the school holds a “disability awareness” event.,QfaVTvRk7jQ,https://www.youtube.com/watch?v=QfaVTvRk7jQ,彰化縣和美鎮新庄國小,25,hemei,99,KEEP,kept: smallest school count (25 videos)
event (n),the school holds a “disability awareness” event.,LTMP1jfFbgE,https://www.youtube.com/watch?v=LTMP1jfFbgE,彰化縣員林市育英國小,66,yuanlin-city,164,DROP,dropped: same as QfaVTvRk7jQ (彰化縣和美鎮新庄國小)
event (n),the school holds a “disability awareness” event.,AbMJOcHmQXc,https://www.youtube.com/watch?v=AbMJOcHmQXc,彰化縣竹塘鄉竹塘國小,100,zhutang,183,DROP,dropped: same as QfaVTvRk7jQ (彰化縣和美鎮新庄國小)
test (n),the students take tests in class.,g00CevJZ7ZM,https://www.youtube.com/watch?v=g00CevJZ7ZM,彰化縣二林鎮育德國小,10,erlin,114,KEEP,kept: smallest school count (10 videos)
test (n),the students take tests in class.,kSki17syCEA,https://www.youtube.com/watch?v=kSki17syCEA,彰化縣鹿港鎮文開國小,16,lukang,114,DROP,dropped: same as g00CevJZ7ZM (彰化縣二林鎮育德國小)
test (n),the students take tests in class.,Wa_tzUfVloY,https://www.youtube.com/watch?v=Wa_tzUfVloY,彰化縣田中鎮大安國小,17,tianzhong,271,DROP,dropped: same as g00CevJZ7ZM (彰化縣二林鎮育德國小)
test (n),the students take tests in class.,Sh-M_OqqcIg,https://www.youtube.com/watch?v=Sh-M_OqqcIg,彰化縣溪州鄉大莊國小,23,xizhou,226,DROP,dropped: same as g00CevJZ7ZM (彰化縣二林鎮育德國小)
test (n),the students take tests in class.,f8givizWntU,https://www.youtube.com/watch?v=f8givizWntU,彰化縣二林鎮廣興國小,37,erlin,114,DROP,dropped: same as g00CevJZ7ZM (彰化縣二林鎮育德國小)
test (n),the students take tests in class.,blzL0RHG1LE,https://www.youtube.com/watch?v=blzL0RHG1LE,彰化縣芳苑鄉芳苑國小,46,fangyuan,213,DROP,dropped: same as g00CevJZ7ZM (彰化縣二林鎮育德國小)
glove puppetry,"budaixi, also known as glove puppetry, is a traditional form of puppetry in taiwan.",QgyEyTMT1X0,https://www.youtube.com/watch?v=QgyEyTMT1X0,彰化縣大村鄉村東國小,35,dacun,49,KEEP,kept: smallest school count (35 videos)
glove puppetry,"budaixi, also known as glove puppetry, is a traditional form of puppetry in taiwan.",0fs4TojJYL4,https://www.youtube.com/watch?v=0fs4TojJYL4,彰化縣田中鎮新民國小,58,tianzhong,271,DROP,dropped: same as QgyEyTMT1X0 (彰化縣大村鄉村東國小)
glove puppetry,"budaixi, also known as glove puppetry, is a traditional form of puppetry in taiwan.",3W7V-QXiZUg,https://www.youtube.com/watch?v=3W7V-QXiZUg,彰化縣彰化市中山國小,104,changhua-city,387,DROP,dropped: same as QgyEyTMT1X0 (彰化縣大村鄉村東國小)
celebration (n),"the school hosted a halloween celebration, with students dressed up in fun costumes.",va4uH2eeVNk,https://www.youtube.com/watch?v=va4uH2eeVNk,彰化縣溪湖鎮溪湖國小,1,xihu,40,KEEP,kept: smallest school count (1 videos)
celebration (n),"the school hosted a halloween celebration, with students dressed up in fun costumes.",SEiitw-leB0,https://www.youtube.com/watch?v=SEiitw-leB0,彰化縣竹塘鄉長安國小,23,zhutang,183,DROP,dropped: same as va4uH2eeVNk (彰化縣溪湖鎮溪湖國小)
martial arts,the students learn martial arts outside.,4yXekJkaCag,https://www.youtube.com/watch?v=4yXekJkaCag,彰化縣竹塘鄉長安國小,23,zhutang,183,KEEP,kept: smallest school count (23 videos)
martial arts,the students learn martial arts outside.,PklPAyDTdwo,https://www.youtube.com/watch?v=PklPAyDTdwo,彰化縣福興鄉永豐國小,60,fuxing,143,DROP,dropped: same as 4yXekJkaCag (彰化縣竹塘鄉長安國小)
physical examination,students wait in line for a physical examination.,xxdUo12JkWA,https://www.youtube.com/watch?v=xxdUo12JkWA,彰化縣溪州鄉三條國小,20,xizhou,226,KEEP,kept: smallest school count (20 videos)
physical examination,students wait in line for a physical examination.,sR3q4qqXjkE,https://www.youtube.com/watch?v=sR3q4qqXjkE,彰化縣溪湖鎮湖西國小,38,xihu,40,DROP,dropped: same as xxdUo12JkWA (彰化縣溪州鄉三條國小)
exam (n),the students are taking an exam.,ii6WXZK0gVI,https://www.youtube.com/watch?v=ii6WXZK0gVI,彰化縣二林鎮育德國小,10,erlin,114,KEEP,kept: smallest school count (10 videos)
exam (n),the students are taking an exam.,terwk6wL-nw,https://www.youtube.com/watch?v=terwk6wL-nw,彰化縣彰化市東芳國小,26,changhua-city,387,DROP,dropped: same as ii6WXZK0gVI (彰化縣二林鎮育德國小)
exam (n),the students are taking an exam.,7m82Q8tJN3A,https://www.youtube.com/watch?v=7m82Q8tJN3A,彰化縣芬園鄉文德國小,38,fenyuan,48,DROP,dropped: same as ii6WXZK0gVI (彰化縣二林鎮育德國小)
exam (n),the students are taking an exam.,4GW5S3rjmpA,https://www.youtube.com/watch?v=4GW5S3rjmpA,彰化縣竹塘鄉竹塘國小,100,zhutang,183,DROP,dropped: same as ii6WXZK0gVI (彰化縣二林鎮育德國小)
exam (n),the students are taking an exam.,l-6i7DaW6GY,https://www.youtube.com/watch?v=l-6i7DaW6GY,彰化縣芳苑鄉路上國小,129,fangyuan,213,DROP,dropped: same as ii6WXZK0gVI (彰化縣二林鎮育德國小)
go over,the students go over the answers on the quiz before taking an exam.,pb3cUuxUxYc,https://www.youtube.com/watch?v=pb3cUuxUxYc,彰化縣二林鎮育德國小,10,erlin,114,KEEP,kept: smallest school count (10 videos)
go over,the students go over the answers on the quiz before taking an exam.,is_HjlFocro,https://www.youtube.com/watch?v=is_HjlFocro,彰化縣鹿港鎮文開國小,16,lukang,114,DROP,dropped: same as pb3cUuxUxYc (彰化縣二林鎮育德國小)
halloween (n),the students learn about the history and meaning of halloween throgh fun activities designed by their teacher.,gV9iA9PW81s,https://www.youtube.com/watch?v=gV9iA9PW81s,彰化縣大村鄉村東國小,35,dacun,49,KEEP,kept: smallest school count (35 videos)
halloween (n),the students learn about the history and meaning of halloween throgh fun activities designed by their teacher.,DpgHb08zSMA,https://www.youtube.com/watch?v=DpgHb08zSMA,彰化縣彰化市中山國小,104,changhua-city,387,DROP,dropped: same as gV9iA9PW81s (彰化縣大村鄉村東國小)
library (n),the students go and learn about the library.,iubyq-RrpqM,https://www.youtube.com/watch?v=iubyq-RrpqM,彰化縣永靖鄉福德國小,36,yongjing,60,KEEP,kept: smallest school count (36 videos)
library (n),the students go and learn about the library.,WXxH03KT8ms,https://www.youtube.com/watch?v=WXxH03KT8ms,彰化縣員林市饒明國小,83,yuanlin-city,164,DROP,dropped: same as iubyq-RrpqM (彰化縣永靖鄉福德國小)
library (n),the students go and learn about the library.,yRCAdObctic,https://www.youtube.com/watch?v=yRCAdObctic,彰化縣北斗鎮萬來國小,113,beidou,199,DROP,dropped: same as iubyq-RrpqM (彰化縣永靖鄉福德國小)
run (v),the students are running at the track.,3Cc_7-DvF44,https://www.youtube.com/watch?v=3Cc_7-DvF44,彰化縣鹿港鎮東興國小,14,lukang,114,KEEP,kept: smallest school count (14 videos)
run (v),the students are running at the track.,xOngwlPccuw,https://www.youtube.com/watch?v=xOngwlPccuw,彰化縣竹塘鄉長安國小,23,zhutang,183,DROP,dropped: same as 3Cc_7-DvF44 (彰化縣鹿港鎮東興國小)
run (v),the students are running at the track.,kSHKGVl9ga4,https://www.youtube.com/watch?v=kSHKGVl9ga4,彰化縣福興鄉育新國小,28,fuxing,143,DROP,dropped: same as 3Cc_7-DvF44 (彰化縣鹿港鎮東興國小)
run (v),the students are running at the track.,nQdiaCCzcbM,https://www.youtube.com/watch?v=nQdiaCCzcbM,彰化縣二林鎮廣興國小,37,erlin,114,DROP,dropped: same as 3Cc_7-DvF44 (彰化縣鹿港鎮東興國小)
run (v),the students are running at the track.,D7cezW2UfdA,https://www.youtube.com/watch?v=D7cezW2UfdA,彰化縣二水鄉源泉國小,51,ershui,91,DROP,dropped: same as 3Cc_7-DvF44 (彰化縣鹿港鎮東興國小)
run (v),the students are running at the track.,zd_N9r0aD_c,https://www.youtube.com/watch?v=zd_N9r0aD_c,彰化縣田中鎮三潭國小,92,tianzhong,271,DROP,dropped: same as 3Cc_7-DvF44 (彰化縣鹿港鎮東興國小)
run (v),the students are running at the track.,H5I5yV9qvNM,https://www.youtube.com/watch?v=H5I5yV9qvNM,彰化縣北斗鎮萬來國小,113,beidou,199,DROP,dropped: same as 3Cc_7-DvF44 (彰化縣鹿港鎮東興國小)
run (v),the students are running at the track.,hVywE73Zwj4,https://www.youtube.com/watch?v=hVywE73Zwj4,彰化縣芳苑鄉路上國小,129,fangyuan,213,DROP,dropped: same as 3Cc_7-DvF44 (彰化縣鹿港鎮東興國小)
ocarina (n),these students are playing the ocarina.,U9xURBBXNNc,https://www.youtube.com/watch?v=U9xURBBXNNc,彰化縣竹塘鄉長安國小,23,zhutang,183,KEEP,kept: smallest school count (23 videos)
ocarina (n),these students are playing the ocarina.,kydnoglxxM8,https://www.youtube.com/watch?v=kydnoglxxM8,彰化縣永靖鄉福興國小,24,yongjing,60,DROP,dropped: same as U9xURBBXNNc (彰化縣竹塘鄉長安國小)
ocarina (n),these students are playing the ocarina.,FjkJCyzRil8,https://www.youtube.com/watch?v=FjkJCyzRil8,彰化縣埔心鄉太平國小,34,puxin,40,DROP,dropped: same as U9xURBBXNNc (彰化縣竹塘鄉長安國小)
ocarina (n),these students are playing the ocarina.,YwYbXNr-CaE,https://www.youtube.com/watch?v=YwYbXNr-CaE,彰化縣埔鹽鄉大園國小,45,puyan,45,DROP,dropped: same as U9xURBBXNNc (彰化縣竹塘鄉長安國小)
ocarina (n),these students are playing the ocarina.,g2AfCFYlXE4,https://www.youtube.com/watch?v=g2AfCFYlXE4,彰化縣二水鄉源泉國小,51,ershui,91,DROP,dropped: same as U9xURBBXNNc (彰化縣竹塘鄉長安國小)
ocarina (n),these students are playing the ocarina.,JXpt_uQ9zUM,https://www.youtube.com/watch?v=JXpt_uQ9zUM,彰化縣田中鎮明禮國小,80,tianzhong,271,DROP,dropped: same as U9xURBBXNNc (彰化縣竹塘鄉長安國小)
ocarina (n),these students are playing the ocarina.,bVfmB8bi2cc,https://www.youtube.com/watch?v=bVfmB8bi2cc,彰化縣芳苑鄉路上國小,129,fangyuan,213,DROP,dropped: same as U9xURBBXNNc (彰化縣竹塘鄉長安國小)
